gene.chr,gene.start,gene.stop,gene.id,gene.strand,probe.chr,probe.start,probe.stop,probe.id,probe.strand
chr1,26909792,26912597,AT1G71400,+,chr1,26909792,26912597,AT1G71400,+
chr1,26912726,26917732,AT1G71410,-,chr1,26912726,26917732,AT1G71410,-
chr1,26917786,26920099,AT1G71420,-,chr1,26917786,26920099,AT1G71420,-
chr1,26920412,26920721,AT1G09247,-,chr1,26920412,26920721,AT1G09247,-
chr1,26920440,26921152,AT1G71430,+,chr1,26920440,26921152,AT1G71430,+
chr1,26921060,26924431,AT1G71440,-,chr1,26921060,26924431,AT1G71440,-
chr1,26927012,26928056,AT1G71450,+,chr1,26927012,26928056,AT1G71450,+
chr1,26927984,26930347,AT1G71460,-,chr1,26927984,26930347,AT1G71460,-
chr1,26930706,26931568,AT1G71470,+,chr1,26930706,26931568,AT1G71470,+
chr1,26931852,26933313,AT1G71480,+,chr1,26931852,26933313,AT1G71480,+
chr1,26932071,26932467,AT1G09253,-,chr1,26932071,26932467,AT1G09253,-
chr1,26932905,26935825,AT1G71490,-,chr1,26932905,26935825,AT1G71490,-
chr1,26933746,26934487,AT1G09257,+,chr1,26933746,26934487,AT1G09257,+
chr1,26935982,26937607,AT1G71500,+,chr1,26935982,26937607,AT1G71500,+
chr1,26938369,26939267,AT1G71520,+,chr1,26938369,26939267,AT1G71520,+
chr1,26939500,26942952,AT1G71528,-,chr1,26939500,26942952,AT1G71528,-
chr1,26939567,26942952,AT1G71530,+,chr1,26939567,26942952,AT1G71530,+
chr1,26944587,26947219,AT1G71680,+,chr1,26944587,26947219,AT1G71680,+
chr1,26947754,26949248,AT1G71690,+,chr1,26947754,26949248,AT1G71690,+
chr1,26948743,26951547,AT1G71691,-,chr1,26948743,26951547,AT1G71691,-
chr1,26952545,26955127,AT1G71692,-,chr1,26952545,26955127,AT1G71692,-
chr1,26964087,26966688,AT1G71695,+,chr1,26964087,26966688,AT1G71695,+
chr1,26966766,26970603,AT1G71696,+,chr1,26966766,26970603,AT1G71696,+
chr1,26970968,26973464,AT1G71697,+,chr1,26970968,26973464,AT1G71697,+
chr1,26973389,26973459,AT1G71700,+,chr1,26973389,26973459,AT1G71700,+
chr1,26973567,26981046,AT1G71710,-,chr1,26973567,26981046,AT1G71710,-
chr1,26979604,26979846,AT1G09263,+,chr1,26979604,26979846,AT1G09263,+
chr1,26983615,26985990,AT1G71720,+,chr1,26983615,26985990,AT1G71720,+
chr1,26985969,26986909,AT1G71730,-,chr1,26985969,26986909,AT1G71730,-
chr1,26987245,26987637,AT1G71740,+,chr1,26987245,26987637,AT1G71740,+
chr1,26987775,26989199,AT1G71750,-,chr1,26987775,26989199,AT1G71750,-
chr1,26989318,26990617,AT1G71760,+,chr1,26989318,26990617,AT1G71760,+
chr1,26990525,26994259,AT1G71770,-,chr1,26990525,26994259,AT1G71770,-
chr1,26994977,26996673,AT1G71780,-,chr1,26994977,26996673,AT1G71780,-
chr1,26996805,26999067,AT1G71790,+,chr1,26996805,26999067,AT1G71790,+
chr1,26999374,27002458,AT1G71800,+,chr1,26999374,27002458,AT1G71800,+
chr1,27002414,27008184,AT1G71810,-,chr1,27002414,27008184,AT1G71810,-
chr1,27009564,27017124,AT1G71820,+,chr1,27009564,27017124,AT1G71820,+
chr1,27017801,27018315,AT1G71828,-,chr1,27017801,27018315,AT1G71828,-
chr1,27018158,27022117,AT1G71830,+,chr1,27018158,27022117,AT1G71830,+
chr1,27022138,27024551,AT1G71840,+,chr1,27022138,27024551,AT1G71840,+
chr1,27024731,27026363,AT1G71850,-,chr1,27024731,27026363,AT1G71850,-
chr1,27026677,27029092,AT1G71860,+,chr1,27026677,27029092,AT1G71860,+
chr1,27029116,27030560,AT1G71865,+,chr1,27029116,27030560,AT1G71865,+
chr1,27029396,27029649,AT1G09267,-,chr1,27029396,27029649,AT1G09267,-
chr1,27030427,27031461,AT1G71866,-,chr1,27030427,27031461,AT1G71866,-
chr1,27032221,27035182,AT1G71870,-,chr1,27032221,27035182,AT1G71870,-
chr1,27042717,27043026,AT1G09273,+,chr1,27042717,27043026,AT1G09273,+
chr1,27054030,27056464,AT1G71880,+,chr1,27054030,27056464,AT1G71880,+
chr1,27058381,27060786,AT1G71890,+,chr1,27058381,27060786,AT1G71890,+
chr1,27061461,27064530,AT1G71900,+,chr1,27061461,27064530,AT1G71900,+
chr1,27064932,27066109,AT1G71910,+,chr1,27064932,27066109,AT1G71910,+
chr1,27066948,27069166,AT1G71920,+,chr1,27066948,27069166,AT1G71920,+
chr1,27073231,27073604,AT1G09277,+,chr1,27073231,27073604,AT1G09277,+
chr1,27073270,27073709,AT1G09283,-,chr1,27073270,27073709,AT1G09283,-
chr1,27074702,27077991,AT1G71930,+,chr1,27074702,27077991,AT1G71930,+
chr1,27078524,27080248,AT1G71940,+,chr1,27078524,27080248,AT1G71940,+
chr1,27080184,27081641,AT1G71950,-,chr1,27080184,27081641,AT1G71950,-
chr1,27080516,27081002,AT1G09287,+,chr1,27080516,27081002,AT1G09287,+
chr1,27082394,27088248,AT1G71960,-,chr1,27082394,27088248,AT1G71960,-
chr1,27090633,27090945,AT1G09293,+,chr1,27090633,27090945,AT1G09293,+
chr1,27092893,27094035,AT1G71970,+,chr1,27092893,27094035,AT1G71970,+
chr1,27097703,27100202,AT1G71980,+,chr1,27097703,27100202,AT1G71980,+
chr1,27100210,27102292,AT1G71990,+,chr1,27100210,27102292,AT1G71990,+
chr1,27103277,27105663,AT1G72000,+,chr1,27103277,27105663,AT1G72000,+
chr1,27107558,27109275,AT1G72010,+,chr1,27107558,27109275,AT1G72010,+
chr1,27109291,27110593,AT1G72020,-,chr1,27109291,27110593,AT1G72020,-
chr1,27110832,27111932,AT1G72030,+,chr1,27110832,27111932,AT1G72030,+
chr1,27111894,27114399,AT1G72040,-,chr1,27111894,27114399,AT1G72040,-
chr1,27115016,27117509,AT1G72050,+,chr1,27115016,27117509,AT1G72050,+
chr1,27118177,27119011,AT1G72060,+,chr1,27118177,27119011,AT1G72060,+
chr1,27118621,27119918,AT1G72070,-,chr1,27118621,27119918,AT1G72070,-
chr1,27119300,27119697,AT1G09297,+,chr1,27119300,27119697,AT1G09297,+
chr1,27120157,27122783,AT1G72080,-,chr1,27120157,27122783,AT1G72080,-
chr1,27122779,27123029,AT1G09303,+,chr1,27122779,27123029,AT1G09303,+
chr1,27123567,27126950,AT1G72090,+,chr1,27123567,27126950,AT1G72090,+
chr1,27127170,27128978,AT1G72100,+,chr1,27127170,27128978,AT1G72100,+
chr1,27128995,27131469,AT1G72110,-,chr1,27128995,27131469,AT1G72110,-
chr1,27132014,27134101,AT1G72120,+,chr1,27132014,27134101,AT1G72120,+
chr1,27134108,27136403,AT1G72125,+,chr1,27134108,27136403,AT1G72125,+
chr1,27137102,27139384,AT1G72130,+,chr1,27137102,27139384,AT1G72130,+
chr1,27139395,27140536,AT1G72131,+,chr1,27139395,27140536,AT1G72131,+
chr1,27141765,27144490,AT1G72140,+,chr1,27141765,27144490,AT1G72140,+
chr1,27145146,27145322,AT1G72141,-,chr1,27145146,27145322,AT1G72141,-
chr1,27148261,27150994,AT1G72150,+,chr1,27148261,27150994,AT1G72150,+
chr1,27153555,27155793,AT1G72160,-,chr1,27153555,27155793,AT1G72160,-
chr1,27156321,27157809,AT1G72170,+,chr1,27156321,27157809,AT1G72170,+
chr1,27157875,27159735,AT1G72175,+,chr1,27157875,27159735,AT1G72175,+
chr1,27162820,27167430,AT1G72180,+,chr1,27162820,27167430,AT1G72180,+
chr1,27167363,27169754,AT1G72190,-,chr1,27167363,27169754,AT1G72190,-
chr1,27169759,27171410,AT1G72200,-,chr1,27169759,27171410,AT1G72200,-
chr1,27179458,27182456,AT1G72210,+,chr1,27179458,27182456,AT1G72210,+
chr1,27184245,27185883,AT1G72220,-,chr1,27184245,27185883,AT1G72220,-
chr1,27188036,27189358,AT1G72230,+,chr1,27188036,27189358,AT1G72230,+
chr1,27190036,27190754,AT1G72240,+,chr1,27190036,27190754,AT1G72240,+
chr1,27192740,27198379,AT1G72250,+,chr1,27192740,27198379,AT1G72250,+
chr1,27198356,27199468,AT1G72260,-,chr1,27198356,27199468,AT1G72260,-
chr1,27199623,27209096,AT1G72270,-,chr1,27199623,27209096,AT1G72270,-
chr1,27209404,27211500,AT1G72275,-,chr1,27209404,27211500,AT1G72275,-
chr1,27211821,27214688,AT1G72280,-,chr1,27211821,27214688,AT1G72280,-
chr1,27215787,27216857,AT1G72290,+,chr1,27215787,27216857,AT1G72290,+
chr1,27217368,27221265,AT1G72300,-,chr1,27217368,27221265,AT1G72300,-
chr1,27225665,27227545,AT1G72310,+,chr1,27225665,27227545,AT1G72310,+
chr1,27228059,27233167,AT1G72320,-,chr1,27228059,27233167,AT1G72320,-
chr1,27233418,27236822,AT1G72330,+,chr1,27233418,27236822,AT1G72330,+
chr1,27236797,27238720,AT1G72340,+,chr1,27236797,27238720,AT1G72340,+
chr1,27239273,27239947,AT1G72350,-,chr1,27239273,27239947,AT1G72350,-
chr1,27241696,27242968,AT1G72360,+,chr1,27241696,27242968,AT1G72360,+
chr1,27242845,27244931,AT1G72370,-,chr1,27242845,27244931,AT1G72370,-
chr1,27245082,27251672,AT1G72390,+,chr1,27245082,27251672,AT1G72390,+
chr1,27251710,27257081,AT1G72410,-,chr1,27251710,27257081,AT1G72410,-
chr1,27258747,27260521,AT1G72416,-,chr1,27258747,27260521,AT1G72416,-
chr1,27261087,27263828,AT1G72420,-,chr1,27261087,27263828,AT1G72420,-
chr1,27264602,27265806,AT1G72430,-,chr1,27264602,27265806,AT1G72430,-
chr1,27268092,27273935,AT1G72440,-,chr1,27268092,27273935,AT1G72440,-
chr1,27273968,27276562,AT1G72450,-,chr1,27273968,27276562,AT1G72450,-
chr1,27276711,27277043,AT1G09307,-,chr1,27276711,27277043,AT1G09307,-
chr1,27279341,27281830,AT1G72460,+,chr1,27279341,27281830,AT1G72460,+
chr1,27283628,27285973,AT1G72470,+,chr1,27283628,27285973,AT1G72470,+
chr1,27285999,27288522,AT1G72480,-,chr1,27285999,27288522,AT1G72480,-
chr1,27288900,27291107,AT1G72490,-,chr1,27288900,27291107,AT1G72490,-
chr1,27295147,27298715,AT1G72500,-,chr1,27295147,27298715,AT1G72500,-
chr1,27303323,27304927,AT1G72510,+,chr1,27303323,27304927,AT1G72510,+
chr1,27305686,27306118,AT1G09313,-,chr1,27305686,27306118,AT1G09313,-
chr1,27308513,27312756,AT1G72520,+,chr1,27308513,27312756,AT1G72520,+
chr1,27312954,27314644,AT1G72530,+,chr1,27312954,27314644,AT1G72530,+
chr1,27314141,27314462,AT1G09317,-,chr1,27314141,27314462,AT1G09317,-
chr1,27314877,27316669,AT1G72540,-,chr1,27314877,27316669,AT1G72540,-
chr1,27315740,27316417,AT1G72545,+,chr1,27315740,27316417,AT1G72545,+
chr1,27319688,27324112,AT1G72550,-,chr1,27319688,27324112,AT1G72550,-
chr1,27324367,27330031,AT1G72560,-,chr1,27324367,27330031,AT1G72560,-
chr1,27329573,27329778,AT1G09323,+,chr1,27329573,27329778,AT1G09323,+
chr1,27331381,27333698,AT1G72570,+,chr1,27331381,27333698,AT1G72570,+
chr1,27334076,27334771,AT1G72580,-,chr1,27334076,27334771,AT1G72580,-
chr1,27335531,27337123,AT1G72590,+,chr1,27335531,27337123,AT1G72590,+
chr1,27338034,27340328,AT1G72600,+,chr1,27338034,27340328,AT1G72600,+
chr1,27338062,27338829,AT1G09327,-,chr1,27338062,27338829,AT1G09327,-
chr1,27339114,27340044,AT1G72610,-,chr1,27339114,27340044,AT1G72610,-
chr1,27341021,27342466,AT1G72620,+,chr1,27341021,27342466,AT1G72620,+
chr1,27344181,27345585,AT1G72630,+,chr1,27344181,27345585,AT1G72630,+
chr1,27346156,27348256,AT1G72640,-,chr1,27346156,27348256,AT1G72640,-
chr1,27348261,27349219,AT1G72645,+,chr1,27348261,27349219,AT1G72645,+
chr1,27348657,27348791,AT1G09333,+,chr1,27348657,27348791,AT1G09333,+
chr1,27349393,27353748,AT1G72650,+,chr1,27349393,27353748,AT1G72650,+
chr1,27353765,27356852,AT1G72660,+,chr1,27353765,27356852,AT1G72660,+
chr1,27356459,27358863,AT1G72670,-,chr1,27356459,27358863,AT1G72670,-
chr1,27359109,27361024,AT1G72680,-,chr1,27359109,27361024,AT1G72680,-
chr1,27361146,27361958,AT1G72690,+,chr1,27361146,27361958,AT1G72690,+
chr1,27363312,27363766,AT1G09337,+,chr1,27363312,27363766,AT1G09337,+
chr1,27365772,27371784,AT1G72700,+,chr1,27365772,27371784,AT1G72700,+
chr1,27372197,27376730,AT1G72710,+,chr1,27372197,27376730,AT1G72710,+
chr1,27376682,27377473,AT1G72720,-,chr1,27376682,27377473,AT1G72720,-
chr1,27377759,27380182,AT1G72730,-,chr1,27377759,27380182,AT1G72730,-
chr1,27380260,27382924,AT1G72740,-,chr1,27380260,27382924,AT1G72740,-
chr1,27383320,27384524,AT1G72750,+,chr1,27383320,27384524,AT1G72750,+
chr1,27383530,27383850,AT1G72755,-,chr1,27383530,27383850,AT1G72755,-
chr1,27385130,27388534,AT1G72760,-,chr1,27385130,27388534,AT1G72760,-
chr1,27389948,27393327,AT1G72770,+,chr1,27389948,27393327,AT1G72770,+
chr1,27393385,27393466,AT1G72780,+,chr1,27393385,27393466,AT1G72780,+
chr1,27394598,27396799,AT1G72790,+,chr1,27394598,27396799,AT1G72790,+
chr1,27397089,27398500,AT1G72800,+,chr1,27397089,27398500,AT1G72800,+
chr1,27397877,27400474,AT1G72810,-,chr1,27397877,27400474,AT1G72810,-
chr1,27402814,27404674,AT1G72820,+,chr1,27402814,27404674,AT1G72820,+
chr1,27405145,27408221,AT1G72830,-,chr1,27405145,27408221,AT1G72830,-
chr1,27409196,27413851,AT1G72840,-,chr1,27409196,27413851,AT1G72840,-
chr1,27413881,27415483,AT1G72850,+,chr1,27413881,27415483,AT1G72850,+
chr1,27414295,27416050,AT1G72852,-,chr1,27414295,27416050,AT1G72852,-
chr1,27416114,27419122,AT1G72855,+,chr1,27416114,27419122,AT1G72855,+
chr1,27416228,27420946,AT1G72860,-,chr1,27416228,27420946,AT1G72860,-
chr1,27420939,27423338,AT1G72870,+,chr1,27420939,27423338,AT1G72870,+
chr1,27423385,27426215,AT1G72880,-,chr1,27423385,27426215,AT1G72880,-
chr1,27429916,27432003,AT1G72890,+,chr1,27429916,27432003,AT1G72890,+
chr1,27432178,27433782,AT1G72900,+,chr1,27432178,27433782,AT1G72900,+
chr1,27435306,27437192,AT1G72910,+,chr1,27435306,27437192,AT1G72910,+
chr1,27437638,27437846,AT1G09343,-,chr1,27437638,27437846,AT1G09343,-
chr1,27437899,27439209,AT1G72920,+,chr1,27437899,27439209,AT1G72920,+
chr1,27439240,27440464,AT1G72930,+,chr1,27439240,27440464,AT1G72930,+
chr1,27440983,27441586,AT1G09353,-,chr1,27440983,27441586,AT1G09353,-
chr1,27441981,27443859,AT1G72940,+,chr1,27441981,27443859,AT1G72940,+
chr1,27443939,27444522,AT1G09357,-,chr1,27443939,27444522,AT1G09357,-
chr1,27444415,27445997,AT1G72950,+,chr1,27444415,27445997,AT1G72950,+
chr1,27446069,27451067,AT1G72960,+,chr1,27446069,27451067,AT1G72960,+
chr1,27452748,27455964,AT1G72970,+,chr1,27452748,27455964,AT1G72970,+
chr1,27456043,27456949,AT1G72980,-,chr1,27456043,27456949,AT1G72980,-
chr1,27457266,27462487,AT1G72990,-,chr1,27457266,27462487,AT1G72990,-
chr1,27462983,27463968,AT1G73000,+,chr1,27462983,27463968,AT1G73000,+
chr1,27464528,27466348,AT1G73010,-,chr1,27464528,27466348,AT1G73010,-
chr1,27469496,27473660,AT1G73020,-,chr1,27469496,27473660,AT1G73020,-
chr1,27473763,27475122,AT1G73030,+,chr1,27473763,27475122,AT1G73030,+
chr1,27474040,27474582,AT1G09363,-,chr1,27474040,27474582,AT1G09363,-
chr1,27475060,27475962,AT1G73040,-,chr1,27475060,27475962,AT1G73040,-
chr1,27476565,27478534,AT1G73050,-,chr1,27476565,27478534,AT1G73050,-
chr1,27478970,27481561,AT1G73060,+,chr1,27478970,27481561,AT1G73060,+
chr1,27481734,27482171,AT1G73065,-,chr1,27481734,27482171,AT1G73065,-
chr1,27481785,27484078,AT1G73066,+,chr1,27481785,27484078,AT1G73066,+
chr1,27484240,27488204,AT1G73080,+,chr1,27484240,27488204,AT1G73080,+
chr1,27488217,27490831,AT1G73090,+,chr1,27488217,27490831,AT1G73090,+
chr1,27491184,27494182,AT1G73100,+,chr1,27491184,27494182,AT1G73100,+
chr1,27491349,27491576,AT1G09367,-,chr1,27491349,27491576,AT1G09367,-
chr1,27494121,27496969,AT1G73110,-,chr1,27494121,27496969,AT1G73110,-
chr1,27497176,27498062,AT1G73120,-,chr1,27497176,27498062,AT1G73120,-
chr1,27498929,27502273,AT1G73130,+,chr1,27498929,27502273,AT1G73130,+
chr1,27502021,27503834,AT1G73140,-,chr1,27502021,27503834,AT1G73140,-
chr1,27503973,27506406,AT1G73150,-,chr1,27503973,27506406,AT1G73150,-
chr1,27506485,27508185,AT1G73160,+,chr1,27506485,27508185,AT1G73160,+
chr1,27508444,27509272,AT1G73165,-,chr1,27508444,27509272,AT1G73165,-
chr1,27511176,27514837,AT1G73170,-,chr1,27511176,27514837,AT1G73170,-
chr1,27515033,27516568,AT1G73175,+,chr1,27515033,27516568,AT1G73175,+
chr1,27516572,27517882,AT1G73177,-,chr1,27516572,27517882,AT1G73177,-
chr1,27517891,27521710,AT1G73180,+,chr1,27517891,27521710,AT1G73180,+
chr1,27521944,27523332,AT1G73190,+,chr1,27521944,27523332,AT1G73190,+
chr1,27523043,27526818,AT1G73200,-,chr1,27523043,27526818,AT1G73200,-
chr1,27527752,27530952,AT1G73210,-,chr1,27527752,27530952,AT1G73210,-
chr1,27534533,27534769,AT1G09373,-,chr1,27534533,27534769,AT1G09373,-
chr1,27538190,27540235,AT1G73220,+,chr1,27538190,27540235,AT1G73220,+
chr1,27540228,27541952,AT1G73230,-,chr1,27540228,27541952,AT1G73230,-
chr1,27542147,27544920,AT1G73240,-,chr1,27542147,27544920,AT1G73240,-
chr1,27544969,27546479,AT1G73250,-,chr1,27544969,27546479,AT1G73250,-
chr1,27547098,27548282,AT1G73260,-,chr1,27547098,27548282,AT1G73260,-
chr1,27549021,27552517,AT1G73270,-,chr1,27549021,27552517,AT1G73270,-
chr1,27552650,27555322,AT1G73280,-,chr1,27552650,27555322,AT1G73280,-
chr1,27556168,27558774,AT1G73290,-,chr1,27556168,27558774,AT1G73290,-
chr1,27559483,27562636,AT1G73300,-,chr1,27559483,27562636,AT1G73300,-
chr1,27562441,27565177,AT1G73310,-,chr1,27562441,27565177,AT1G73310,-
chr1,27565394,27567222,AT1G73320,-,chr1,27565394,27567222,AT1G73320,-
chr1,27567419,27568281,AT1G73325,-,chr1,27567419,27568281,AT1G73325,-
chr1,27568714,27569823,AT1G73330,-,chr1,27568714,27569823,AT1G73330,-
chr1,27573114,27575273,AT1G73340,+,chr1,27573114,27575273,AT1G73340,+
chr1,27575377,27577283,AT1G73350,-,chr1,27575377,27577283,AT1G73350,-
chr1,27578093,27578401,AT1G09377,+,chr1,27578093,27578401,AT1G09377,+
chr1,27578421,27582685,AT1G73360,-,chr1,27578421,27582685,AT1G73360,-
chr1,27584364,27588978,AT1G73370,-,chr1,27584364,27588978,AT1G73370,-
chr1,27589015,27590838,AT1G73380,+,chr1,27589015,27590838,AT1G73380,+
chr1,27590810,27595752,AT1G73390,-,chr1,27590810,27595752,AT1G73390,-
chr1,27598033,27600281,AT1G73400,+,chr1,27598033,27600281,AT1G73400,+
chr1,27601593,27603317,AT1G73410,+,chr1,27601593,27603317,AT1G73410,+
chr1,27603655,27611120,AT1G73430,+,chr1,27603655,27611120,AT1G73430,+
chr1,27611354,27612815,AT1G73440,+,chr1,27611354,27612815,AT1G73440,+
chr1,27611616,27611913,AT1G09383,-,chr1,27611616,27611913,AT1G09383,-
chr1,27612616,27613350,AT1G73445,-,chr1,27612616,27613350,AT1G73445,-
chr1,27613420,27619095,AT1G73450,+,chr1,27613420,27619095,AT1G73450,+
chr1,27619535,27625140,AT1G73460,+,chr1,27619535,27625140,AT1G73460,+
chr1,27625116,27628325,AT1G73470,+,chr1,27625116,27628325,AT1G73470,+
chr1,27628678,27632840,AT1G73480,+,chr1,27628678,27632840,AT1G73480,+
chr1,27633183,27634990,AT1G73490,-,chr1,27633183,27634990,AT1G73490,-
chr1,27639091,27640643,AT1G73500,-,chr1,27639091,27640643,AT1G73500,-
chr1,27641613,27642030,AT1G09387,+,chr1,27641613,27642030,AT1G09387,+
chr1,27642386,27643295,AT1G73510,-,chr1,27642386,27643295,AT1G73510,-
chr1,27643609,27645525,AT1G73530,-,chr1,27643609,27645525,AT1G73530,-
chr1,27645552,27646743,AT1G73540,-,chr1,27645552,27646743,AT1G73540,-
chr1,27647756,27648709,AT1G73550,-,chr1,27647756,27648709,AT1G73550,-
chr1,27649695,27650471,AT1G73560,-,chr1,27649695,27650471,AT1G73560,-
chr1,27650992,27654025,AT1G73570,+,chr1,27650992,27654025,AT1G73570,+
chr1,27654744,27655769,AT1G73580,+,chr1,27654744,27655769,AT1G73580,+
chr1,27656280,27656750,AT1G09393,+,chr1,27656280,27656750,AT1G09393,+
chr1,27656350,27656750,AT1G09397,-,chr1,27656350,27656750,AT1G09397,-
chr1,27659673,27663253,AT1G73590,+,chr1,27659673,27663253,AT1G73590,+
chr1,27669152,27673572,AT1G73600,+,chr1,27669152,27673572,AT1G73600,+
chr1,27674288,27674976,AT1G73603,+,chr1,27674288,27674976,AT1G73603,+
chr1,27676182,27676888,AT1G73607,+,chr1,27676182,27676888,AT1G73607,+
chr1,27678313,27680060,AT1G73610,+,chr1,27678313,27680060,AT1G73610,+
chr1,27681358,27683173,AT1G73620,+,chr1,27681358,27683173,AT1G73620,+
chr1,27684673,27685614,AT1G73630,+,chr1,27684673,27685614,AT1G73630,+
chr1,27686672,27688127,AT1G73640,+,chr1,27686672,27688127,AT1G73640,+
chr1,27688123,27690307,AT1G73650,-,chr1,27688123,27690307,AT1G73650,-
chr1,27688163,27688234,AT1G57900,+,chr1,27688163,27688234,AT1G57900,+
chr1,27690350,27691819,AT1G73655,-,chr1,27690350,27691819,AT1G73655,-
chr1,27691893,27697372,AT1G73660,-,chr1,27691893,27697372,AT1G73660,-
chr1,27699871,27703449,AT1G73670,+,chr1,27699871,27703449,AT1G73670,+
chr1,27703944,27707657,AT1G73680,-,chr1,27703944,27707657,AT1G73680,-
chr1,27711954,27712458,AT1G09865,+,chr1,27711954,27712458,AT1G09865,+
chr1,27713233,27713416,AT1G73687,-,chr1,27713233,27713416,AT1G73687,-
chr1,27714910,27717420,AT1G73690,+,chr1,27714910,27717420,AT1G73690,+
chr1,27717380,27719741,AT1G73700,-,chr1,27717380,27719741,AT1G73700,-
chr1,27720250,27720698,AT1G09407,-,chr1,27720250,27720698,AT1G09407,-
chr1,27721190,27724954,AT1G73710,+,chr1,27721190,27724954,AT1G73710,+
chr1,27724991,27730031,AT1G73720,+,chr1,27724991,27730031,AT1G73720,+
chr1,27730031,27732683,AT1G73730,-,chr1,27730031,27732683,AT1G73730,-
chr1,27734024,27736363,AT1G73740,+,chr1,27734024,27736363,AT1G73740,+
chr1,27736546,27739210,AT1G73750,+,chr1,27736546,27739210,AT1G73750,+
chr1,27739168,27742008,AT1G73760,-,chr1,27739168,27742008,AT1G73760,-
chr1,27742081,27743565,AT1G73770,+,chr1,27742081,27743565,AT1G73770,+
chr1,27743685,27744453,AT1G73780,+,chr1,27743685,27744453,AT1G73780,+
chr1,27744649,27745429,AT1G73790,+,chr1,27744649,27745429,AT1G73790,+
chr1,27744790,27749248,AT1G73805,-,chr1,27744790,27749248,AT1G73805,-
chr1,27752342,27755297,AT1G73810,-,chr1,27752342,27755297,AT1G73810,-
chr1,27755454,27757463,AT1G73820,-,chr1,27755454,27757463,AT1G73820,-
chr1,27759941,27761588,AT1G73830,+,chr1,27759941,27761588,AT1G73830,+
chr1,27761944,27762256,AT1G09417,-,chr1,27761944,27762256,AT1G09417,-
chr1,27763617,27766372,AT1G73840,-,chr1,27763617,27766372,AT1G73840,-
chr1,27766941,27770841,AT1G73850,+,chr1,27766941,27770841,AT1G73850,+
chr1,27770870,27776883,AT1G73860,-,chr1,27770870,27776883,AT1G73860,-
chr1,27778984,27780809,AT1G73870,+,chr1,27778984,27780809,AT1G73870,+
chr1,27780855,27784920,AT1G73875,+,chr1,27780855,27784920,AT1G73875,+
chr1,27784928,27786804,AT1G73880,+,chr1,27784928,27786804,AT1G73880,+
chr1,27786864,27787708,AT1G73885,+,chr1,27786864,27787708,AT1G73885,+
chr1,27787903,27788658,AT1G73890,-,chr1,27787903,27788658,AT1G73890,-
chr1,27788983,27789054,AT1G73900,+,chr1,27788983,27789054,AT1G73900,+
chr1,27789208,27790678,AT1G73910,+,chr1,27789208,27790678,AT1G73910,+
chr1,27790737,27794928,AT1G73920,+,chr1,27790737,27794928,AT1G73920,+
chr1,27795040,27798005,AT1G73930,-,chr1,27795040,27798005,AT1G73930,-
chr1,27798237,27799695,AT1G73940,-,chr1,27798237,27799695,AT1G73940,-
chr1,27799696,27804687,AT1G73950,-,chr1,27799696,27804687,AT1G73950,-
chr1,27804879,27814519,AT1G73960,-,chr1,27804879,27814519,AT1G73960,-
chr1,27815627,27816468,AT1G73965,+,chr1,27815627,27816468,AT1G73965,+
chr1,27816778,27820170,AT1G73970,+,chr1,27816778,27820170,AT1G73970,+
chr1,27820060,27824127,AT1G73980,-,chr1,27820060,27824127,AT1G73980,-
chr1,27824355,27829039,AT1G73990,+,chr1,27824355,27829039,AT1G73990,+
chr1,27829051,27831536,AT1G74000,-,chr1,27829051,27831536,AT1G74000,-
chr1,27832095,27834207,AT1G74010,-,chr1,27832095,27834207,AT1G74010,-
chr1,27835123,27837443,AT1G74020,-,chr1,27835123,27837443,AT1G74020,-
chr1,27839159,27842132,AT1G74030,-,chr1,27839159,27842132,AT1G74030,-
chr1,27839443,27839775,AT1G74035,+,chr1,27839443,27839775,AT1G74035,+
chr1,27842109,27845782,AT1G74040,+,chr1,27842109,27845782,AT1G74040,+
chr1,27846012,27846840,AT1G74045,+,chr1,27846012,27846840,AT1G74045,+
chr1,27847038,27849008,AT1G74050,-,chr1,27847038,27849008,AT1G74050,-
chr1,27849217,27851437,AT1G74060,-,chr1,27849217,27851437,AT1G74060,-
chr1,27849230,27849820,AT1G74055,+,chr1,27849230,27849820,AT1G74055,+
chr1,27851460,27853269,AT1G74070,-,chr1,27851460,27853269,AT1G74070,-
chr1,27855578,27857598,AT1G74080,+,chr1,27855578,27857598,AT1G74080,+
chr1,27861116,27862822,AT1G74088,+,chr1,27861116,27862822,AT1G74088,+
chr1,27862814,27864193,AT1G74090,+,chr1,27862814,27864193,AT1G74090,+
chr1,27864345,27865694,AT1G74100,-,chr1,27864345,27865694,AT1G74100,-
chr1,27866667,27868368,AT1G74110,-,chr1,27866667,27868368,AT1G74110,-
chr1,27871174,27873332,AT1G74120,-,chr1,27871174,27873332,AT1G74120,-
chr1,27873611,27876033,AT1G74130,+,chr1,27873611,27876033,AT1G74130,+
chr1,27876905,27879780,AT1G74140,+,chr1,27876905,27879780,AT1G74140,+
chr1,27880380,27883857,AT1G74150,+,chr1,27880380,27883857,AT1G74150,+
chr1,27885911,27891436,AT1G74160,+,chr1,27885911,27891436,AT1G74160,+
chr1,27891494,27896436,AT1G74170,-,chr1,27891494,27896436,AT1G74170,-
chr1,27897040,27902025,AT1G74180,-,chr1,27897040,27902025,AT1G74180,-
chr1,27901762,27901962,AT1G09423,+,chr1,27901762,27901962,AT1G09423,+
